"unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","minimal_pairs","cues_present","word_typicality","ME_trial_type","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc","all_mod","mean_age_months","year"
"11","vlach2013","Vlach, H. a., & Johnson, S. P. (2013). Memory constraints on infants’ cross-situational statistical learning. Cognition, 127(3), 375–382. https://doi.org/10.1016/j.cognition.2013.02.015","Vlach & Johnson (2013)","yes","Rodrigo Dal Ben",1,"16m_massed","9","eye-tracking","familiarization","looking while listening","looking_time_change_pc","within_one","american_english","typical","vlach2013_16m_massed",NA,16,NA,490.084,NA,0.55,0.5,0.148,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,30.44,NA,4,NA,0.5625,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.337837837837838,0.066066700146092,0.319739382239383,0.0591777298183586,0.166559362975027,0.0151798392134671,0.168125750828959,0.0769230769230769,0.612770055484534,0.217350731509107,"group_means_one",490.084,16,"vlach2013 9","",16.1016530113555,"2013"
"12","vlach2013","Vlach, H. a., & Johnson, S. P. (2013). Memory constraints on infants’ cross-situational statistical learning. Cognition, 127(3), 375–382. https://doi.org/10.1016/j.cognition.2013.02.015","Vlach & Johnson (2013)","yes","Rodrigo Dal Ben",1,"16m_interleaved","9","eye-tracking","familiarization","looking while listening","looking_time_change_pc","within_one","american_english","typical","vlach2013_16m_interleaved",NA,16,NA,490.084,NA,0.48,0.5,0.173,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,30.44,NA,4,NA,0.5625,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",-0.115606936416185,0.0629176551171105,-0.109413707679604,0.0563570450331516,-0.0577071418709838,0.0155727942663466,-0.0577713272913808,0.0769230769230769,-0.209687787772742,0.206990788616685,"group_means_one",490.084,16,"vlach2013 9","",16.1016530113555,"2013"
"13","vlach2013","Vlach, H. a., & Johnson, S. P. (2013). Memory constraints on infants’ cross-situational statistical learning. Cognition, 127(3), 375–382. https://doi.org/10.1016/j.cognition.2013.02.015","Vlach & Johnson (2013)","yes","Rodrigo Dal Ben",1,"20m_massed","10","eye-tracking","familiarization","looking while listening","looking_time_change_pc","within_one","american_english","typical","vlach2013_20m_massed",NA,16,NA,614.888,NA,0.55,0.5,0.148,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,30.44,NA,3,NA,0.5625,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.337837837837838,0.066066700146092,0.319739382239383,0.0591777298183586,0.166559362975027,0.0151798392134671,0.168125750828959,0.0769230769230769,0.612770055484534,0.217350731509107,"group_means_one",614.888,16,"vlach2013 10","",20.2020739645578,"2013"
"14","vlach2013","Vlach, H. a., & Johnson, S. P. (2013). Memory constraints on infants’ cross-situational statistical learning. Cognition, 127(3), 375–382. https://doi.org/10.1016/j.cognition.2013.02.015","Vlach & Johnson (2013)","yes","Rodrigo Dal Ben",1,"20m_interleaved","10","eye-tracking","familiarization","looking while listening","looking_time_change_pc","within_one","american_english","typical","vlach2013_20m_interleaved",NA,16,NA,614.888,NA,0.56,0.5,0.19,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,30.44,NA,3,NA,0.5625,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.315789473684211,0.0656163434903047,0.298872180451128,0.0587743331837583,0.155962573473011,0.0152359124212781,0.157245917490371,0.0769230769230769,0.57277874660028,0.215869117498434,"group_means_one",614.888,16,"vlach2013 10","",20.2020739645578,"2013"
"15","suanda2014","Suanda, S. H., Mugwanya, N., & Namy, L. L. (2014). Cross-situational statistical word learning in young children. Journal of Experimental Child Psychology, 126, 395–411. https://doi.org/10.1016/j.jecp.2014.06.003","Suanda, Mugwanya, & Namy (2014)","yes","Rodrigo Dal Ben",1,"high_CD","11","behavior","familiarization","forced-choice","target_selection","within_one","american_english","typical","suanda2014_high_CD",NA,28,NA,2240.384,NA,0.48,0.25,0.21,NA,5.8,NA,NA,1.1,NA,NA,"artificial",NA,NA,1144.544,NA,4.333333333,NA,0.5833333333,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",1.0952380952381,0.0571347586653709,1.06364468864469,0.0538860644550156,0.480314622865584,0.00650315318499306,0.523393171346327,0.04,1.98654216082795,0.187965821859641,"group_means_one",2240.384,28,"suanda2014 11","",73.6075566233393,"2014"
"16","suanda2014","Suanda, S. H., Mugwanya, N., & Namy, L. L. (2014). Cross-situational statistical word learning in young children. Journal of Experimental Child Psychology, 126, 395–411. https://doi.org/10.1016/j.jecp.2014.06.003","Suanda, Mugwanya, & Namy (2014)","yes","Rodrigo Dal Ben",1,"mod_CD","12","behavior","familiarization","forced-choice","target_selection","within_one","american_english","typical","suanda2014_mod_CD",NA,28,NA,2240.384,NA,0.39,0.25,0.2,NA,3.57,NA,NA,0.67,NA,NA,"artificial",NA,NA,1144.544,NA,4.333333333,NA,0.5833333333,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.7,0.0444642857142857,0.679807692307692,0.0419360372199915,0.330350424728106,0.00785945224986866,0.343221555085944,0.04,1.26965955496395,0.146281636659003,"group_means_one",2240.384,28,"suanda2014 12","",73.6075566233393,"2014"
"17","suanda2014","Suanda, S. H., Mugwanya, N., & Namy, L. L. (2014). Cross-situational statistical word learning in young children. Journal of Experimental Child Psychology, 126, 395–411. https://doi.org/10.1016/j.jecp.2014.06.003","Suanda, Mugwanya, & Namy (2014)","yes","Rodrigo Dal Ben",1,"low_CD","13","behavior","familiarization","forced-choice","target_selection","within_one","american_english","typical","suanda2014_low_CD",NA,28,NA,2240.384,NA,0.34,0.25,0.18,NA,2.77,NA,NA,0.52,NA,NA,"artificial",NA,NA,1144.544,NA,4.333333333,NA,0.5833333333,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.5,0.0401785714285714,0.485576923076923,0.0378940095361369,0.242535625036333,0.00837428396964322,0.247466461547264,0.04,0.906899682117109,0.132182201800304,"group_means_one",2240.384,28,"suanda2014 13","",73.6075566233393,"2014"
"18","woodard2016","Woodard, K., Gleitman, L. R., & Trueswell, J. C. (2016). Two- and Three-Year-Olds Track a Single Meaning During Word Learning: Evidence for Propose-but-Verify. Language Learning and Development, 12(3), 252–261. https://doi.org/10.1080/15475441.2016.1140581","Woodard, Gleitman, & Trueswell (2016)","yes","Rodrigo Dal Ben",1,"same_trials","14","behavior","familiarization","forced-choice","target_selection","within_one","american_english","typical","woodard2016_same",NA,16,NA,395.72,NA,0.83,0.5,0.22,NA,6,NA,NA,NA,NA,NA,"artificial",NA,NA,852.32,NA,3,NA,0.53125,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",1.5,0.1328125,1.41964285714286,0.118963747608418,0.6,0.008704,0.693147180559945,0.0769230769230769,2.72069904635133,0.43693561150656,"group_means_one",395.72,16,"woodard2016 14","",13.0013347296659,"2016"
"19","woodard2016","Woodard, K., Gleitman, L. R., & Trueswell, J. C. (2016). Two- and Three-Year-Olds Track a Single Meaning During Word Learning: Evidence for Propose-but-Verify. Language Learning and Development, 12(3), 252–261. https://doi.org/10.1080/15475441.2016.1140581","Woodard, Gleitman, & Trueswell (2016)","yes","Rodrigo Dal Ben",1,"switch_trials","15","behavior","familiarization","forced-choice","target_selection","within_one","american_english","typical","woodard2016_switch",NA,16,NA,395.72,NA,0.45,0.5,0.19,NA,1,NA,NA,NA,NA,NA,"artificial",NA,NA,852.32,NA,3,NA,0.53125,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",-0.263157894736842,0.0646641274238227,-0.24906015037594,0.0579214075043106,-0.130454512571387,0.01535463943515,-0.131202203729111,0.0769230769230769,-0.477315622166899,0.212736452204921,"group_means_one",395.72,16,"woodard2016 15","",13.0013347296659,"2016"
"20","escudero2016","Escudero, P., Mulak, K. E., & Vlach, H. A. (2016). Infants Encode Phonetic Detail during Cross-Situational Word Learning. Frontiers in Psychology, 7(September), 1–11. https://doi.org/10.3389/fpsyg.2016.01419","Escudero, Mulak, & Vlach (2016)","yes","Rodrigo Dal Ben",1,"non_min_pairs","16","eye-tracking","familiarization","looking while listening","looking_time_change_pc","within_one","australian_english","typical","escudero2016_non_min_pairs",NA,88,NA,487.801,NA,50.9,50,23.94,NA,0.72,NA,NA,NA,NA,NA,"artificial",NA,NA,277.004,NA,32,NA,0.4545454545,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.037593984962406,0.0113716665210531,0.037266130442385,0.01117418836816,0.0187936726191357,0.00283990532148239,0.0187958857432325,0.0117647058823529,0.0681879460238427,0.0374112833146355,"group_means_one",487.801,88,"escudero2016 16","",16.026645310992,"2016"
"21","escudero2016","Escudero, P., Mulak, K. E., & Vlach, H. A. (2016). Infants Encode Phonetic Detail during Cross-Situational Word Learning. Frontiers in Psychology, 7(September), 1–11. https://doi.org/10.3389/fpsyg.2016.01419","Escudero, Mulak, & Vlach (2016)","yes","Rodrigo Dal Ben",1,"min_pairs","16","eye-tracking","familiarization","looking while listening","looking_time_change_pc","within_one","australian_english","typical","escudero2016_min_pairs",NA,88,NA,487.801,NA,48.24,50,41.932,NA,0.58,NA,NA,NA,NA,NA,"artificial",NA,NA,277.004,NA,32,NA,0.4545454545,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",-0.0419727177334732,0.0113736460740564,-0.0416066765904487,0.0111761335446302,-0.020981738910496,0.00283965787759146,-0.020984818677887,0.0117647058823529,-0.076130088740156,0.0374177957829801,"group_means_one",487.801,88,"escudero2016 16","",16.026645310992,"2016"
"22","bunce2017","Bunce, J. P., & Scott, R. M. (2017). Finding meaning in a noisy world: exploring the effects of referential ambiguity and competition on 2·5-year-olds’ cross-situational word learning. Journal of Child Language, 44(3), 650–676. https://doi.org/10.1017/S0305000916000180","Bunce & Scott (2017)","yes","Rodrigo Dal Ben",1,"no_comp","17","eye-tracking","familiarization","looking while listening","looking_time_change_pc","within_one","american_english","typical","bunce2017_no_comp",NA,14,NA,1034.96,NA,0.44,0.25,0.25,NA,2.79,NA,NA,0.76,NA,NA,"artificial",NA,NA,243.52,NA,1.333333333,NA,0.5,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.76,0.0920571428571429,0.7125,0.0809095982142857,0.355217760623573,0.0153554996698623,0.37140239146356,0.0909090909090909,1.37848751681801,0.302855860764856,"group_means_one",1034.96,14,"bunce2017 17","",34.0034908314339,"2017"
"23","bunce2017","Bunce, J. P., & Scott, R. M. (2017). Finding meaning in a noisy world: exploring the effects of referential ambiguity and competition on 2·5-year-olds’ cross-situational word learning. Journal of Child Language, 44(3), 650–676. https://doi.org/10.1017/S0305000916000180","Bunce & Scott (2017)","yes","Rodrigo Dal Ben",1,"short_comp","18","eye-tracking","familiarization","looking while listening","looking_time_change_pc","within_one","american_english","typical","bunce2017_short_comp",NA,14,NA,1034.96,NA,0.4,0.25,0.22,NA,2.54,NA,NA,0.68,NA,NA,"artificial",NA,NA,243.52,NA,1.333333333,NA,0.5,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.681818181818182,0.0880312868949233,0.639204545454546,0.0773712482474911,0.322673927788139,0.015824457038167,0.334628934833807,0.0909090909090909,1.23668138470515,0.289611325523898,"group_means_one",1034.96,14,"bunce2017 18","",34.0034908314339,"2017"
"24","bunce2017","Bunce, J. P., & Scott, R. M. (2017). Finding meaning in a noisy world: exploring the effects of referential ambiguity and competition on 2·5-year-olds’ cross-situational word learning. Journal of Child Language, 44(3), 650–676. https://doi.org/10.1017/S0305000916000180","Bunce & Scott (2017)","yes","Rodrigo Dal Ben",1,"long_comp","19","eye-tracking","familiarization","looking while listening","looking_time_change_pc","within_one","american_english","typical","bunce2017_long_comp",NA,14,NA,1034.96,NA,0.17,0.25,0.17,NA,-1.68,NA,NA,NA,NA,NA,"artificial",NA,NA,243.52,NA,1.333333333,NA,0.5,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",-0.470588235294118,0.0793376173999011,-0.441176470588235,0.0697303277928819,-0.229039333725547,0.0168738107091405,-0.233175378977953,0.0909090909090909,-0.853552641992573,0.261010299287336,"group_means_one",1034.96,14,"bunce2017 19","",34.0034908314339,"2017"
"25","vlach2017","Vlach, H. A., & DeBrock, C. A. (2017). Remember dax? Relations between children’s cross-situational word learning, memory, and language abilities. Journal of Memory and Language, 93, 217–230. https://doi.org/10.1016/j.jml.2016.10.001","Vlach & DeBrock (2017)","yes","Rodrigo Dal Ben",1,"experimental","20","behavior","familiarization","forced-choice","target_selection","within_one","american_english","typical","experimental",NA,47,NA,1455.3364,NA,6.7,6,2.37,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,1339.36,NA,19,NA,0.5531914894,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.29535864978903,0.0222046460851617,0.290436005625879,0.0214706591729022,0.14609481326466,0.00520324720975609,0.147147731436643,0.0227272727272727,0.535721331208419,0.0730503575755811,"group_means_one",1455.3364,47,"vlach2017 20","",47.8149087250251,"2017"
"26","vlach2017","Vlach, H. A., & DeBrock, C. A. (2017). Remember dax? Relations between children’s cross-situational word learning, memory, and language abilities. Journal of Memory and Language, 93, 217–230. https://doi.org/10.1016/j.jml.2016.10.001","Vlach & DeBrock (2017)","yes","Rodrigo Dal Ben",2,"experimental","21","behavior","familiarization","forced-choice","target_selection","within_one","american_english","typical","experimental",NA,53,NA,1567.3556,NA,7.64,6,2.01,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,1126.28,NA,26,NA,0.5849056604,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.81592039800995,0.0251483593951766,0.803921568627451,0.0244141404249454,0.377735820558001,0.0039616118473306,0.397415996306349,0.02,1.47991589917618,0.0827347861889372,"group_means_one",1567.3556,53,"vlach2017 21","",51.4952865561921,"2017"
"27","filippi2017","Filippi, P., Laaha, S., & Fitch, W. T. (2017). Utterance-final position and pitch marking aid word learning in school-age children. Royal Society Open Science, 4(8), 161035. https://doi.org/10.1098/rsos.161035","Filippi, Laaha, & Fitch (2017)","yes","Rodrigo Dal Ben",1,"control","22","behavior","familiarization","forced-choice","target_selection","within_one","german","typical","filippi2017_control",NA,14,NA,3257.08,NA,34.02,33,9.447804653,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,730.56,NA,NA,NA,0.619047619,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.107961588693106,0.0718448465940407,0.101213989399787,0.0631448847017936,0.0539023177867969,0.0178051093387002,0.0539546126551115,0.0909090909090909,0.195820660933273,0.236360071380045,"group_means_one",3257.08,14,"filippi2017 22","",107.010985851866,"2017"
"28","filippi2017","Filippi, P., Laaha, S., & Fitch, W. T. (2017). Utterance-final position and pitch marking aid word learning in school-age children. Royal Society Open Science, 4(8), 161035. https://doi.org/10.1098/rsos.161035","Filippi, Laaha, & Fitch (2017)","yes","Rodrigo Dal Ben",1,"UF","23","behavior","familiarization","forced-choice","target_selection","within_one","german","typical","filippi2017_UF",NA,14,NA,3257.08,NA,39.81,33,9.802855057,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,730.56,NA,NA,NA,0.619047619,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.694695571892306,0.0886643549145278,0.651277098649037,0.0779276556865967,0.328117537362152,0.0157499260053287,0.340717207366709,0.0909090909090909,1.26003838663459,0.291694035828057,"group_means_one",3257.08,14,"filippi2017 23","",107.010985851866,"2017"
"29","filippi2017","Filippi, P., Laaha, S., & Fitch, W. T. (2017). Utterance-final position and pitch marking aid word learning in school-age children. Royal Society Open Science, 4(8), 161035. https://doi.org/10.1098/rsos.161035","Filippi, Laaha, & Fitch (2017)","yes","Rodrigo Dal Ben",1,"PP","24","behavior","familiarization","forced-choice","target_selection","within_one","german","typical","filippi2017_PP",NA,14,NA,3257.08,NA,47.86,33,15.34510527,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,730.56,NA,NA,NA,0.619047619,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.968386970212033,0.104920475859873,0.907862784573781,0.0922152619862164,0.435796123472942,0.0139439811484856,0.467029547424289,0.0909090909090909,1.75645967090329,0.345174530103664,"group_means_one",3257.08,14,"filippi2017 24","",107.010985851866,"2017"
